druh,obsah,datace,zobrazeno,xid,signatura,start_date,end_date,geolocation_position_lon,geolocation_position_lat,geolocation_type,geolocation_endpoint,autor,poznámka,scan_count,scan_previews,scan_zoomify_paths
pozitiv,Pohled na bránu do zahrady domu čp. 204 na Smíchově - továrna (Richtrova přádelna).,,23x,A14CEA01B67611DF820F00166F1163D4,VI 46/1 k,,,14.40154,50.07428,regional.address,geocode,,,,[],[]
negativ,"Pohled na stavbu domu čp. 128 na Strakově nábřeží (Strakova akademie) na Malé Straně. V pozadí domy na Klárově, Malá Strana a nad ní Petřín s rozhlednou.",kol.1895,42x,39137186A3F011E1BEEB000C766D2371,VIII 1106,1895-01-01,1895-12-31,14.41139,50.09203,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,Pohled na portál domu čp. 158 (Palác Pálffyovský) ve Valdštejnské ulici na Malé Straně.,17.7.1906,15x,A14CE334B67611DF820F00166F1163D4,VI 20/23,1906-07-17,1906-07-17,14.40573,50.09054,regional.address,geocode,,,,[],[]
pozitiv,"Pohled do ulic Platnéřské a U Radnice zleva s domy čp. 124, 125, 126 (při bourání), 15, 13, 12 na Starém Městě při asanaci.",9.11.1908,39x,A14CEA1BB67611DF820F00166F1163D4,VI 56/5,1908-11-09,1908-11-09,14.41783,50.08711,regional.address,geocode,Eckert-ateliér,,,[],[]
pozitiv,Panoramatický pohled do Prokopského údolí. V popředí jinonické stráně. Druhá část šestidílného panoramatu.,14.4.1926,7x,20efab5c796b4eb3a309508d3d326e12,A 2411,1926-04-14,1926-04-14,14.38197,50.0411,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)","On-line výstava na webu AMP ""Pražské panorama 2. část - Prokopské a Dalejské údolí"".
                    
                
                    
                  Součást panoramatu A 2410, A 2411, A 2412, A 2413, A 2414, A 2415.
                    
                
                    
                  List 20 bod 4
                    
                
                    
                  Plány sign. AMP XXXII.",0.0,[],[]
negativ,Pohled na jednu ze soch z divadla (Německé - Smetanovo - Státní opera - dům čp. 101 na Vinohradech).,kol.1890,63x,24D59F939E9A11E1AB206C626D41E503,XII 809,1890-01-01,1890-12-31,14.46321,50.07369,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
pozitiv,"Pohled do Apolinářské ulice. Zleva domy čp. 442 (část), čp. 444, čp. 445, čp. 446 a kostel sv. Apolináře. Vpravo část domu čp. 440 na Novém Městě.",1.3.1926,61x,55D01FBCBC4211EABE1F74D435EEBE90,A 2311,1926-03-01,1926-03-01,14.42448,50.07134,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
pozitiv,"Archiváři na Mariánském náměstí před radnicí při ""Pochodu za přežití archivů"" s transparenty.",29.1.1990,31x,A0C5118CB67611DF820F00166F1163D4,II 206,1990-01-29,1990-01-29,14.41739,50.08739,regional.address,geocode,"Jelínková, Jana (1951-)",,,[],[]
kresba tužkou,Pohled na plastiku sv. Prokopa na domě čp. 376 na Malé Straně.,,15x,A14CE8FCB67611DF820F00166F1163D4,VI 8/26,,,14.40407,50.0866,regional.address,geocode,,,,[],[]
pozitiv,Boční pohled na kapli Nejsvětější Trojice v Sedlci.,21.6.1908,35x,A118884EB67611DF820F00166F1163D4,VI 33/3 a,1908-06-21,1908-06-21,14.39198,50.13217,poi,suggest,,,,[],[]
pozitiv,Průhled Jindřišskou ulicí. Uprostřed v pozadí zvonice kostela sv. Jindřicha.,kol.1900,44x,A1188C23B67611DF820F00166F1163D4,I 4043,1900-01-01,1900-12-31,14.42997,50.0851,poi,suggest,,,,[],[]
pozitiv,"Panoramatický pohled na stráň vedoucí od konce Košíř k Cibulce v pohledovém kruhu od jihu přes západ k severozápadu. Terén je upravován pro vilovou zástavbu, z nichž některé mají hotové už přízemí. Třetí díl třídílného panoramatu.",16.10.1924,73x,720E8450878F11E5A334406186009F3A,I 11367,1924-10-16,1924-10-16,14.35882,50.06516,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,Pohled na Ďáblice a Letňany z Ovčína od kříže. Součást panoramatu.,17.5.1926,66x,A118864BB67611DF820F00166F1163D4,I 4779,1926-05-17,1926-05-17,14.46554,50.13651,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
negativ,Celkový pohled na dům čp. 592 v ulici Českomalínská v Bubenči.,po 1923,34x,1A9737BD5BEE11E79925406186009F3A,X 7492,1924-01-01,2000-12-31,14.40447,50.10336,regional.address,geocode,"Vojta, Tomáš (1885-1934)",,,[],[]
negativ,Pohled do dvora domu čp. 384 z východní strany v Podskalské ulici na Novém Městě před zbořením roku 1911.,30.8.1906,30x,A0C50370B67611DF820F00166F1163D4,VIII 41,1906-08-30,1906-08-30,14.53331,50.05804,regional.address,geocode,Eckert-ateliér,,,[],[]
negativ barevný,Letecký pohled na Archivní ulici na Chodově s budovami Archivu hlavního města Prahy (dům čp. 1280) a Národního archivu se Státním oblastním archivem Praha (dům čp. 2257).,23.5.2002,32x,A0C51AC9B67611DF820F00166F1163D4,III 692,2002-05-23,2002-05-23,14.49494,50.03998,regional.address,geocode,"Tomasi, Peter",,,[],[]
pozitiv,Celkový pohled na kostel sv. Jana Na Skalce na Novém Městě ve Vyšehradské ulici.,12.8.1907,60x,A0C4FF4FB67611DF820F00166F1163D4,VI 30/7,1907-08-12,1907-08-12,14.41861,50.07228,poi,suggest,"Klíma, Alois, Ing. (1873-1955)",,,[],[]
negativ,Pohled na lucernu věže střední kopule kostela sv. Mikuláše na Starém Městě.,říjen 1905,17x,6AC1312277B011E3B7C300110989F46F,XI 39,1905-10-01,1905-10-31,14.41994,50.08663,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,0.0,[],[]
pozitiv,Lebka sv. Norberta ve Strahovském klášteře (dům čp. 132 na Hradčanech).,27.6.1916,32x,9C14DB7F474011E180176C626D41E503,I 9547,1916-06-27,1916-06-27,14.38967,50.08671,regional.address,geocode,"Pantoflíček, Jaroslav",,,[],[]
negativ,Pohled na domy čp. 220 a 167 v Červené ulici (Dřevný plácek) v Josefově před zbořením v roce 1903. Vlevo část Staronové synagogy.,14.8.1903,62x,A0C4F47CB67611DF820F00166F1163D4,VIII 880,1903-08-14,1903-08-14,14.41862,50.08993,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,Pohled na část plastické výzdoby Belvederu (Letohrádek královny Anny) - dům čp. 52 na Hradčanech.,31.5.1907,14x,A0C50A5FB67611DF820F00166F1163D4,VI 11/15 l,1907-05-31,1907-05-31,14.40526,50.09394,regional.address,geocode,Eckert-ateliér,,,[],[]
negativ,"Pohled z Kampy přes Vltavu na Karlův most se Staroměstskou mostní věží, s mlýny a s vodárnou (dům čp. 201 na Starém Městě) na Novotného lávce.",kol.1890,47x,7AC4AF63D09A11DFBD52000C766D2371,XII 256,1890-01-01,1890-12-31,14.41294,50.08545,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
pozitiv,Celkový pohled na kostel sv. Antonína z Padovy na Strossmayerově náměstí v Holešovicích.,1915,16x,DF493B7E298D11E6846C406186009F3A,F 452,1915-01-01,1915-12-31,14.43474,50.09841,regional.address,geocode,"Fink, František (1854-1935)",,0.0,[],[]
pozitiv,Pohled do ulice Karoliny Světlé od křižovatky s Konviktskou ulicí. Vlevo část rotundy sv. Kříže a dům čp. 1013 na Starém Městě. Vpravo dům čp. 318 na Starém Městě.,29.3.1928,66x,A0C51556B67611DF820F00166F1163D4,I 4098,1928-03-29,1928-03-29,14.41486,50.08288,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
negativ,Salon hraběnky Ernestiny Auerspergové v domě čp. 384 v Karmelitské ulici na Malé Straně s dárky k 50. narozeninám.,15.2.1912,23x,9EA896F3662B11E2A1036C626D41E503,XII 1328,1912-02-15,1912-02-15,14.4044,50.08567,regional.address,geocode,Eckert-ateliér,,0.0,[],[]
pozitiv,Pohled na přes Vltavu na kapli sv. Maří Magdaleny a přilehlý dům ředitele Občanské plovárny na holešovickém nábřeží. V pozadí svah Letné.,kol.1900,64x,A14CEB18B67611DF820F00166F1163D4,VI 60/17 a,1900-01-01,1900-12-31,14.41138,50.09203,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,Pohled do nádvoří domu čp. 639 (Ungelt) na Starém Městě - arkády.,kol.1910,13x,A14CEA99B67611DF820F00166F1163D4,VI 57/13 b,1910-01-01,1910-12-31,14.42333,50.08809,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,,[],[]
negativ,Pohled na Belveder (Letohrádek královny Anny) - dům čp. 52 na Hradčanech. V popředí Zpívající fontána.,1904,14x,A1186C0DB67611DF820F00166F1163D4,VIII 350,1904-01-01,1904-12-31,14.40526,50.09394,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,Pohled na část jižního průčelí Staroměstské radnice při restaurování orloje (dům čp. 1 na Starém Městě) na Staroměstském náměstí. Detail dolejší části ciferníku a fiály před opravou.,19.9.1911,37x,3483658E90E511E8B3B474D435EEBE90,V 69/7 a,1911-09-19,1911-09-19,14.42009,50.087,regional.address,suggest,"Kříženecký, Jan (1868-1921)",,,[],[]
pozitiv,"Celkový pohled na Medvědí kašnu před Albrechtskými kasárnami na dnešním náměstí Kinských (původně dům čp. 416 na Malé Straně, dnes dům čp. 234 na Smíchově).",26.10.1903,39x,18CFEC779B9711E2BF2D525400E46D25,VI 38/3,1903-10-26,1903-10-26,14.40422,50.07949,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
negativ,Pohled na Vyšehrad od Císařské louky. V popředí kostel sv. Petra a Pavla a vyšehradský tunel.,30.4.1907,47x,6FA71D9DB33511E3A9CC406186009F3A,XI 233,1907-04-30,1907-04-30,14.41785,50.06442,poi,suggest,"Kříženecký, Jan (1868-1921)",,0.0,[],[]
pozitiv,Pohled na průčelí domu čp. 930 na Staroměstském náměstí poškozeném při květnovém povstání.,19.5.1945,48x,A1187E31B67611DF820F00166F1163D4,I 4153,1945-05-19,1945-05-19,14.42135,50.08837,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
mapa,"List 12 plánu Prahy a okolí z let 1910-1914 (nakreslené stavebním úřadem, vydané nákladem obce Pražské, reprodukce Unie v Praze) se zákresy stanovišť fotografů v rámci akce Památkového sboru fotografování pražských památek a panoramat periferních oblastí ve 20., 30. a 40. letech 20. století.",1910-1914 - 1923,301x,0556DFAD07F511E7A783406186009F3A,XXXII 1/12,,,14.45142,50.09511,regional.address,geocode,,,0.0,[],[]
pozitiv,Pohled na východní průčelí Týnské fary (dům čp. 601 na Starém Městě) do Štupartské ulice.,2.3.1934,30x,A118749FB67611DF820F00166F1163D4,I 4748,1934-03-02,1934-03-02,14.42281,50.08741,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,Pražské povstání - 9.5.1945. Auta z Petschkova paláce s příslušníky gestapa projíždějí Bredovskou ulicí (ulicí Politických vězňů) a opouštějí Prahu.,9.5.1945,80x,A14CE2CDB67611DF820F00166F1163D4,I 6646,1945-05-09,1945-05-09,14.43127,50.08145,regional.address,geocode,,,,[],[]
pozitiv,Pohled na Letenskou vodárenskou věž (dům čp. 1000 v Bubenči) z ulice Na výšinách.,3.4.1934,121x,A0C4F970B67611DF820F00166F1163D4,I 8631,1934-04-03,1934-04-03,14.41987,50.10017,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
negativ,"Pohled na část severní strany Klementina (dům čp. 190, 1040) v Platnéřské ulici na Starém Městě.",23.4.1912,31x,698E9C3563E111E296F46C626D41E503,XII 1325,1912-04-23,1912-04-23,14.4172,50.08697,regional.address,suggest,Eckert-ateliér,,0.0,[],[]
pozitiv,"Průhled Národní třídou s domy čp. 36 (palác Adria), 37 na Novém Městě (zleva), čp. 365 na Starém Městě (zprava).",7.5.1933,136x,A0C50720B67611DF820F00166F1163D4,I 828,1933-05-07,1933-05-07,14.42213,50.08248,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
negativ,"Pohled do dvora domu čp. 16 (Andělská kolej) na Starém Městě před zbořením v roce 1908 - směrem k Mikulášskému náměstí. Dnes nároží ulic Platnéřské, Kaprovy a náměstí Franze Kafky.",27.5.1906,52x,A0C50067B67611DF820F00166F1163D4,VIII 127,1906-05-27,1906-05-27,14.41873,50.08783,regional.address,geocode,Eckert-ateliér,,,[],[]
pozitiv,"Pohled dům čp. 174 na Smíchově (""Nikolajka"").",květen 1929,64x,A0C4FE5AB67611DF820F00166F1163D4,I 8703,1929-05-01,1929-05-31,14.39401,50.06708,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,Pohled na Králodvorská kasárna (dům čp. 654 - kadetní škola) na Josefském náměstí (náměstí Republiky) při bourání.,1903,64x,F9E20651F23111E39D34406186009F3A,V 4/26 d,1903-01-01,1903-12-31,14.42573,50.08795,regional.address,geocode,,,,[],[]
pozitiv,"Královice u Uhříněvsi - pohled na domky, v pozadí tvrz.",1977,23x,A1187B76B67611DF820F00166F1163D4,I 4569,1977-01-01,1977-12-31,14.63129,50.04401,regional.address,geocode,"Hudeček, Jan",,,[],[]
pozitiv,Pohled na Králodvorská kasárna (dům čp. 654 - kadetní škola) na Josefském náměstí (náměstí Republiky).,1903,51x,4EC1F4B5F23111E39D34406186009F3A,V 4/26 b,1903-01-01,1903-12-31,14.42573,50.08795,regional.address,geocode,,,,[],[]
pozitiv,Pohled na osvětlenou Staroměstskou radnici při příležitosti 10. výročí samostatnosti Československé republiky.,28.10.1928,58x,0225236C124111E8A338406186009F3A,I 12043,1928-10-28,1928-10-28,14.42009,50.087,regional.address,suggest,"Vopravil, Josef (1902-1972)",,,[],[]
pohlednice,Detailní pohled na románský reliéf v Juditině věži (menší Malostranská mostní věž).,,50x,A0C51641B67611DF820F00166F1163D4,I 4654,,,14.40702,50.08714,regional.address,geocode,"Hyhlík, Vladimír",,,[],[]
negativ,Pohled do interiéru Národního muzea (dům čp. 1700 na Novém Městě) - výstavní sál s exponáty.,kol.1900,30x,A0C4FCA8B67611DF820F00166F1163D4,VIII 449,1900-01-01,1900-12-31,14.43056,50.07918,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
negativ,Celkový pohled na budovu Lidových lázní (dům čp. 848 v Holešovicích) na nároží ulic Kostelní a Bělského (dnes Dukelských hrdinů).,kol.1900,68x,A1188AB9B67611DF820F00166F1163D4,VIII 52,1900-01-01,1900-12-31,14.43285,50.0975,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
negativ,Pohled na pomník 285 pruských vojáků na vojenském hřbitově na Invalidovně v Karlíně.,kol.1900,152x,A1186D50B67611DF820F00166F1163D4,XII 397,1900-01-01,1900-12-31,14.46411,50.09657,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
pozitiv,Pohled na detaily fasády kostela sv. Jakuba na Starém Městě - severní část štukatury (sv. František z Assisi z roku 1695).,19.7.1904,15x,A1186D4CB67611DF820F00166F1163D4,VI 35/4 b,1904-07-19,1904-07-19,14.42455,50.08856,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
negativ,Pohled na Zpívající fontánu u Belvederu (Letohrádek královny Anny) - dům čp. 52 na Hradčanech.,7.3.1910,14x,257C64E5D2D011DFBD55000C766D2371,XII 259,1910-03-07,1910-03-07,14.46857,50.09989,regional.address,suggest,Eckert-ateliér,,0.0,[],[]
negativ,Panoramatický pohled ze Svatovítské ulice (dříve ul. Slovenského národního povstání) na Vítězné náměstí v Dejvicích. Druhá část čtyřdílného panoramatu.,kol.1965,66x,A118667FB67611DF820F00166F1163D4,VII 599,1965-01-01,1965-12-31,14.39656,50.10114,regional.address,geocode,"Chalupníček, Miroslav -, Chalupníčková, Věra (dokument 1941-1948)",,,[],[]
pozitiv,Celkový pohled na budovy Pražských strojíren akc. spol. (dříve Ruston a spol.) - dům čp. 145 ve Švábkách v Libni.,kol.1895,171x,A11887D2B67611DF820F00166F1163D4,VI 12/13 a,1895-01-01,1895-12-31,14.46736,50.10102,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,Pohled na kostel Nanebevzetí P. Marie a sv. Karla Velikého na Karlově na Novém Městě. V popředí park.,kol.1900,34x,A11887EAB67611DF820F00166F1163D4,VI 30/22 a,1900-01-01,1900-12-31,14.42851,50.0692,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
negativ,Pohled do interiéru kláštera Na Slovanech (v Emauzích) - dům čp. 320 na Novém Městě - freska Nanebevstoupení Páně.,kol.1895,19x,86FAF0369E9B11E1AB206C626D41E503,XII 812,1895-01-01,1895-12-31,14.41719,50.07215,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
pozitiv,Pohled na průčelí domu čp. 261 z Konviktské ulice na Starém Městě.,1912,17x,0462A70CCBC211E4AB2C406186009F3A,V 5/2,1912-01-01,1912-12-31,14.41653,50.08355,regional.address,geocode,"Konárovský, Emanuel",,,[],[]
pozitiv,Pohled na koryto potoka Botiče při Kozinově náměstí v Hostivaři - z břehu potoka při domu čp. 18.,5.7.1930,92x,0178CB4DF05911E7A65774D435EEBE90,A 5947,1930-07-05,1930-07-05,14.40358,50.07463,regional.address,suggest,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
pozitiv,Stavba přístavu v Libni - pohled na okolí Rokytky před regulací. Uprostřed Löwittův mlýn (dům čp. 40) v Libni v Budečské ulici (dnes ulice U Českých loděnic).,1894-1895,92x,456535D16D6411E88D0474D435EEBE90,V 18/13 g,1894-01-01,1895-12-31,14.46917,50.10746,regional.address,geocode,,,,[],[]
pozitiv,"Okupace 1939-1945 - Bronzové plastiky odstraněného pomníku Františka Palackého, které byly složeny ve sběrně kovů na Maninách.",kol.1945,70x,25705A41A8E311E2BB3F406186009F3A,II 1568,1945-01-01,1945-12-31,14.45689,50.10287,regional.address,geocode,"Sudek, Josef (1896-1976)",,,[],[]
pozitiv,Pohled na náhrobky Židovského hřbitova na Žižkově (v místech dnešních Mahlerových sadů).,14.4.1933,86x,AB34D69AF1E111E6BC06406186009F3A,A 7703,1933-04-14,1933-04-14,14.45094,50.08172,poi,suggest,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
negativ,Pohled do učebny domu čp. 850 v Holešovicích (obecná a měšťanská škola U Studánky).,1907,36x,2C179E85BB0C11E3A31E0024BE7CD9AC,XI 344,1907-01-01,1907-12-31,14.42773,50.10268,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,0.0,[],[]
pozitiv,Pohled na portál obvodové zdi v oboře Hvězda v Liboci.,13.8.1907,29x,A0C50439B67611DF820F00166F1163D4,VI 26/25,1907-08-13,1907-08-13,14.3369,50.08485,poi,suggest,,,,[],[]
,Pohled na domovní znamení domu čp. 711 v Dlouhé ulici na Starém Městě.,,9x,A0C513AAB67611DF820F00166F1163D4,VI 2/38,,,14.42477,50.0901,regional.address,geocode,,,,[],[]
negativ,Pohled na kapli P. Marie (Svatá chýše - Santa casa) na nádvoří Lorety (dům čp. 100 na Hradčanech) na Loretánském náměstí. Vpravo barokní kašna.,24.6.1911,26x,2C988624DAC911DFBD5D000C766D2371,XII 308,1911-06-24,1911-06-24,14.39151,50.08925,regional.address,geocode,Eckert-ateliér,,0.0,[],[]
pozitiv,Západní vstupní průjezd Schönbornského paláce - domu čp. 365 na Malé Straně.,červen 1931,27x,4F837FAC7C7311E3BFE4406186009F3A,I 9869,1931-06-01,1931-06-30,14.40131,50.08733,regional.address,geocode,"Vojta, Tomáš (1885-1934)",,,[],[]
pohlednice,Pohled do interiéru Klausové synagogy v ulici U Starého hřbitova v Josefově.,,60x,A14CE023B67611DF820F00166F1163D4,I 4694,,,14.41757,50.08996,poi,suggest,"Soukup, Vladimír",,,[],[]
pozitiv,Pohled do dvora domu čp. 369 s pavlačemi na Tržišti na Malé Straně.,17.6.1906,30x,A14CEA97B67611DF820F00166F1163D4,VI 53/19,1906-06-17,1906-06-17,14.40281,50.08712,regional.address,geocode,Eckert-ateliér,,,[],[]
pozitiv,"Pohled do zahrady domu čp. 180 na Hradčanech (bývalý Trautmanndorfský palác) - z půdy domu čp. 102 na Hradčanech ""práce na výkopu válečného vodního bazénu"". V pozadí západní průčelí paláce s kaplí.",5.6.1944,24x,2FBBB1B0748A11E4A81F406186009F3A,I 11081,1944-06-05,1944-06-05,14.39375,50.08878,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,"Pohled na západní stranu Malostranského náměstí s domy (zprava) 2, 3, 4, 5 na Malé Straně, nad nimi věže kostela sv. Mikuláše. V pozadí domy východní strany náměstí s domem čp. 268 a nově vytvořeným průlomem U Klíčů. Vlevo pomník maršála Radeckého.",,45x,A14CEB16B67611DF820F00166F1163D4,VI 60/15,,,14.4032,50.08835,regional.address,geocode,"Eckert, Jindřich (1833-1905)","Eckert, Jindřich - Eckert-ateliér (repro)",,[],[]
negativ,"Pohled na dům čp. 429 (""U Černohorce"") na nároží ulic Újezd (vpravo) a Všehrdovy (vlevo). Vlevo část domu čp. 430. Zprava dům čp. 409 a 412 v ulici Újezd na Malé Straně.",,26x,A0C505B4B67611DF820F00166F1163D4,VIII 264,,,14.40432,50.08259,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,Pohled na plastiku vázy v zahradě Trojského zámku (dům čp. 1 v Troji).,,30x,A14CE963B67611DF820F00166F1163D4,VI 41/28,,,14.4124,50.11648,regional.address,geocode,,,,[],[]
pozitiv,"Pohled do ulice Na Příkopě s domem čp. 859 v ulici Na Příkopě (""Deutsches Haus"") na Novém Městě. Vlevo část domu čp. 860, vpravo 858 na Novém Městě.",1902,52x,A14CEB0EB67611DF820F00166F1163D4,VI 48/26,1902-01-01,1902-12-31,14.42743,50.08554,regional.address,geocode,,,,[],[]
negativ,Pohled na nástěnnou malbu v domě čp. 240 (Bretfeldovský palác) v Nerudově ulici na Malé Straně.,kol.1900,36x,20D5AF180ADF11E1BEC2000C766D2371,XII 403,1900-01-01,1900-12-31,14.39828,50.08841,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
pozitiv,Pohled na statek čp. 1205 v Novostrašnické ulici ve Strašnicích.,9.12.1942,45x,E20B326BC88A11E7A755D4BED94BB14D,A 14868,1942-12-09,1942-12-09,14.50926,50.07508,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
negativ,Celkový pohled na dům čp. 851 (Opatrovna U Studánky) v Holešovicích.,1907,37x,B341895DBB1011E3A31E0024BE7CD9AC,XI 348,1907-01-01,1907-12-31,14.42861,50.10242,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,0.0,[],[]
pozitiv,"Panoramatický pohled na Záběhlice. V pozadí vlevo kostel Narození P. Marie, vpravo v dáli Spořilov. Druhá část pětidílného panoramatu od východu, přes jih (Spořilov) k západu (Bohdalec).",30.6.1929,143x,B0DDBBA9581411E88F1F74D435EEBE90,A 5112,1929-06-30,1929-06-30,14.44476,50.10488,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
pozitiv,"Panoramatický pohled na Kobylisy a Troju od štěrkovny - jihovýchodně a jižně od Čimického háje přes vltavské údolí (od severovýchodu přes východ, jih k západu). Součást šestidílného panoramatu.",18.7.1926,38x,119eedc21b514a4f91815a5f998a8b9a,A 2556,1926-07-18,1926-07-18,14.44564,50.12087,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
negativ,Pohled na dům čp. 351 na Betlémském náměstí. Vlevo část domu čp. 256 na Starém Městě.,[1863-1945],39x,D7C6422F6B8C11E2AB7F6C626D41E503,XII 2082,,,14.41749,50.08425,regional.address,geocode,Eckert-ateliér,Datace neznámá. Za účelem vyhledávání byla nastavena na časový rozsah celé sbírky.,0.0,[],[]
pozitiv,Pohled na hroby na Malostranském hřbitově na Smíchově - původní stav.,23.3.1927,53x,FC0B49932FBF11E5A57D74D435EEBE90,I 11270,1927-03-23,1927-03-23,14.39148,50.07167,poi,suggest,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
negativ,"Panoramatický pohled od Hlávkova mostu na část Holešovic, v popředí ústí Hlávkova mostu před současnou úpravou, vlevo budova Dopravních podniků hl.m. Prahy (dům čp. 1477), vpravo dům čp. 463 v Holešovicích.",kol.1965,40x,A14CDF4BB67611DF820F00166F1163D4,VII 316,1965-01-01,1965-12-31,14.43681,50.09865,regional.address,geocode,"Chalupníček, Miroslav -, Chalupníčková, Věra (dokument 1941-1948)",,,[],[]
pozitiv,"Pohled na Karlovo náměstí s domy uprostřed čp. 297, 296, 295, 294 (zleva) na Novém Městě. Nad nimi kostel sv. Ignáce.",před 1862,71x,A0C511F3B67611DF820F00166F1163D4,VI 62/4,1800-01-01,1861-12-31,14.41607,50.06834,regional.address,geocode,"Rupp, Wilhelm (1821-1893)",,,[],[]
pozitiv,Pohled na dům čp. 702 v Holešovicích - detail průčelí s freskami do Argentinské ulice - prodejna potravin (Albína Vlasinová).,20.9.1935,49x,A14CE4A8B67611DF820F00166F1163D4,I 4298,1935-09-20,1935-09-20,14.44293,50.09871,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,Pohled do jídelny filmových ateliérů na Barrandově.,1934,64x,A7FACD76256D11E5BA86406186009F3A,I 11234,1934-01-01,1934-12-31,14.3915,50.03073,regional.address,geocode,,,,[],[]
pozitiv,"Pohled na portál domu čp. 485 (""Velkopřevorský palác"") na Velkopřevorském náměstí na Malé Straně.",1.6.1906,23x,A1187EE4B67611DF820F00166F1163D4,VI 23/27,1906-06-01,1906-06-01,14.40597,50.08626,regional.address,geocode,,,,[],[]
pozitiv,Pohled do interiéru kostela sv. Cyrila a Metoděje v Resslově ulici na Novém Městě - výzdoba kruchty a kostelní klenby malbami a štukem.,27.9.1934,21x,5aba640c55b143c79068f61cee16488a,A 9062,1934-09-27,1934-09-27,14.41762,50.07596,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
pozitiv,Pohled do dvora domu čp. 308 na Novém Městě.,kol.1910,15x,A14CE883B67611DF820F00166F1163D4,VI 6/19 c,1910-01-01,1910-12-31,14.41764,50.07571,regional.address,geocode,"Schumpeter, Jan",,,[],[]
pozitiv,Pohled z vltavského břehu mezi Velkou a Malou Chuchlí k severu. Vlevo v pozadí Malá Chuchle a dále Barrandovská skála. Vpravo přes řeku břeh v Braníku a v Hodkovičkách. Součást panoramatu.,16.9.1934,131x,A0C4F9A5B67611DF820F00166F1163D4,I 8788,1934-09-16,1934-09-16,14.39187,50.01744,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,Pohled na usedlost Panenská (dům čp. 35 a čp. 36 v Břevnově - dům čp. 117 ve Střešovicích).,,86x,331DA45DBADE11E5A77074D435EEBE90,II 1662,,,14.37654,50.16196,regional.address,geocode,"Dub, Václav (dokumenty 1928-1983)",,,[],[]
negativ,"Celkový pohled na Horní Lodecké mlýny - (zprava) čp. 1291, 1290, 1289, 233 na Novém Městě.",kol.1900,30x,A0C50BBDB67611DF820F00166F1163D4,VIII 565,1900-01-01,1900-12-31,14.50767,50.07374,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
